Price Hub,Trade Date,Delivery Start Date,Delivery End Date, High Price $/MWh , Low Price $/MWh , Wtd Avg Price $/MWh , Change , Daily Volume MWh ,Number of Trades,Number of Counterparties,
Indiana,4-Apr-11,5-Apr-11,5-Apr-11,39,37.55,38.45,1.74,12 800,16,12,
Indiana,5-Apr-11,6-Apr-11,6-Apr-11,43,40.5,42.18,3.73,24 800,31,16,
Indiana,6-Apr-11,7-Apr-11,7-Apr-11,40.5,37.5,38.56,-3.62,19 200,23,13,
Indiana,7-Apr-11,8-Apr-11,8-Apr-11,39.25,36.5,38.26,-0.3,15 200,19,12,
Indiana,8-Apr-11,11-Apr-11,11-Apr-11,42.5,41.5,42.08,3.82,9 600,12,10,
Indiana,11-Apr-11,12-Apr-11,12-Apr-11,39.75,38.5,39.29,-2.79,7 200,9,10,
Indiana,12-Apr-11,13-Apr-11,13-Apr-11,39,38,38.5,-0.79,15 200,18,11,
Indiana,13-Apr-11,14-Apr-11,14-Apr-11,41.25,39.75,40.27,1.77,11 200,14,10,
Indiana,14-Apr-11,15-Apr-11,15-Apr-11,38,37.75,37.88,-2.39,14 400,17,13,
Indiana,15-Apr-11,18-Apr-11,18-Apr-11,41,39.5,40.37,2.49,22 400,26,16,
Indiana,18-Apr-11,19-Apr-11,19-Apr-11,44,42.5,43.53,3.16,13 600,16,13,
Indiana,19-Apr-11,20-Apr-11,20-Apr-11,42,40.05,40.96,-2.57,22 400,28,13,
Indiana,20-Apr-11,21-Apr-11,21-Apr-11,44.75,42.55,43.93,2.97,29 600,33,14,
Indiana,21-Apr-11,22-Apr-11,22-Apr-11,37.25,36.5,36.82,-7.11,8 800,11,10,
Indiana,25-Apr-11,26-Apr-11,26-Apr-11,42.15,40,41.2,4.38,10 400,13,13,
Indiana,26-Apr-11,27-Apr-11,27-Apr-11,43.5,42.5,43.1,1.9,26 400,32,17,
Indiana,27-Apr-11,28-Apr-11,28-Apr-11,40.25,39.75,39.96,-3.14,18 400,22,15,
Indiana,28-Apr-11,29-Apr-11,29-Apr-11,37.5,36.75,37.32,-2.64,16 800,20,16,
Indiana,29-Apr-11,2-May-11,2-May-11,41.5,39.5,40.82,3.5,5 600,7,9,
Indiana,2-May-11,3-May-11,3-May-11,44.25,42.25,43.03,2.21,20 800,24,19,
Indiana,3-May-11,4-May-11,4-May-11,44,43,43.58,0.55,12 000,15,13,
Indiana,4-May-11,5-May-11,5-May-11,38.75,37.5,38.02,-5.56,8 800,11,14,
Indiana,5-May-11,6-May-11,6-May-11,36.75,36,36.2,-1.82,16 000,20,13,
Indiana,6-May-11,9-May-11,9-May-11,41.5,40,41.07,4.87,16 800,21,16,
Indiana,9-May-11,10-May-11,10-May-11,44,41,42.7,1.63,48 800,61,29,
Indiana,10-May-11,11-May-11,11-May-11,46.25,44,45.39,2.69,23 200,29,21,
Indiana,11-May-11,12-May-11,12-May-11,49.5,47,48.35,2.96,27 200,34,20,
Indiana,12-May-11,13-May-11,13-May-11,42.5,39,41.25,-7.1,37 600,47,24,
Indiana,13-May-11,16-May-11,16-May-11,39,37,37.39,-3.86,12 800,16,14,
Indiana,16-May-11,17-May-11,17-May-11,38.5,37,37.9,0.51,12 000,15,15,
Indiana,17-May-11,18-May-11,18-May-11,39.5,37.5,38.26,0.36,14 400,16,12,
Indiana,18-May-11,19-May-11,19-May-11,43.25,42,42.71,4.45,23 200,29,20,
Indiana,19-May-11,20-May-11,20-May-11,41.5,40.75,41.27,-1.44,9 600,12,12,
Indiana,20-May-11,23-May-11,23-May-11,51.25,49.75,50.4,9.13,13 600,17,14,
Indiana,23-May-11,24-May-11,24-May-11,44,43,43.11,-7.29,17 600,22,17,
Indiana,24-May-11,25-May-11,25-May-11,42,40,41.16,-1.95,14 400,16,15,
Indiana,25-May-11,26-May-11,26-May-11,42.5,41,41.8,0.64,8 000,10,8,
Indiana,26-May-11,27-May-11,27-May-11,38.5,37,37.9,-3.9,12 000,14,14,
Indiana,27-May-11,31-May-11,31-May-11,63.65,62.25,62.78,24.88,17 600,22,21,
Indiana,31-May-11,1-Jun-11,1-Jun-11,73,68,70.76,7.98,36 800,45,23,
Indiana,1-Jun-11,2-Jun-11,2-Jun-11,52,46,47.95,-22.81,53 600,67,28,
Indiana,2-Jun-11,3-Jun-11,3-Jun-11,47.15,45,45.89,-2.06,27 200,33,21,
Indiana,3-Jun-11,6-Jun-11,6-Jun-11,49,46,47.03,1.14,29 600,32,21,
Indiana,6-Jun-11,7-Jun-11,7-Jun-11,81.5,74.5,77.44,30.41,46 400,55,28,
Indiana,7-Jun-11,8-Jun-11,8-Jun-11,96,85,91.72,14.28,20 000,25,22,
Indiana,8-Jun-11,9-Jun-11,9-Jun-11,74,67,71.63,-20.09,30 400,38,27,
Indiana,9-Jun-11,10-Jun-11,10-Jun-11,50,44,45.68,-25.95,40 800,48,24,
Indiana,10-Jun-11,13-Jun-11,13-Jun-11,40.5,37,38.91,-6.77,39 200,45,19,
Indiana,13-Jun-11,14-Jun-11,14-Jun-11,35,32.5,33.25,-5.66,13 600,16,14,
Indiana,14-Jun-11,15-Jun-11,15-Jun-11,33,32,32.53,-0.72,17 600,19,15,
Indiana,15-Jun-11,16-Jun-11,16-Jun-11,38,34.75,36.09,3.56,19 200,24,17,
Indiana,16-Jun-11,17-Jun-11,17-Jun-11,42.75,41,42.14,6.05,20 800,25,13,
Indiana,17-Jun-11,20-Jun-11,20-Jun-11,55,52,53.54,11.4,35 200,42,23,
Indiana,20-Jun-11,21-Jun-11,21-Jun-11,46,42.25,44.01,-9.53,28 000,34,19,
Indiana,21-Jun-11,22-Jun-11,22-Jun-11,38,36.25,37.29,-6.72,23 200,29,21,
Indiana,22-Jun-11,23-Jun-11,23-Jun-11,37,34,35.89,-1.4,28 800,36,24,
Indiana,23-Jun-11,24-Jun-11,24-Jun-11,31.5,30,30.39,-5.5,15 200,16,13,
Indiana,24-Jun-11,27-Jun-11,27-Jun-11,46.25,43,45.19,14.8,32 800,41,23,
Indiana,27-Jun-11,28-Jun-11,28-Jun-11,40,36,37.51,-7.68,22 400,28,22,
Indiana,28-Jun-11,29-Jun-11,29-Jun-11,38,35,36.57,-0.94,43 200,52,28,
Indiana,29-Jun-11,30-Jun-11,30-Jun-11,43.5,40,42.18,5.61,44 800,53,27,
Indiana,30-Jun-11,1-Jul-11,1-Jul-11,51.5,47.5,49.92,7.74,77 600,90,33,
Indiana,1-Jul-11,5-Jul-11,5-Jul-11,48,45,45.91,-4.01,8 800,11,9,
Indiana,5-Jul-11,6-Jul-11,6-Jul-11,52,46,48.92,3.01,24 800,30,19,
Indiana,6-Jul-11,7-Jul-11,7-Jul-11,46.75,45.75,46.31,-2.61,11 200,14,10,
Indiana,7-Jul-11,8-Jul-11,8-Jul-11,39,38,38.57,-7.74,17 600,22,13,
Indiana,8-Jul-11,11-Jul-11,11-Jul-11,61.5,60,60.75,22.18,8 000,10,10,
Indiana,11-Jul-11,12-Jul-11,12-Jul-11,67.25,59.5,62.88,2.13,23 200,29,21,
Indiana,12-Jul-11,13-Jul-11,13-Jul-11,43,41,41.89,-20.99,17 600,22,19,
Indiana,13-Jul-11,14-Jul-11,14-Jul-11,38.25,37.25,37.9,-3.99,8 800,11,10,
Indiana,14-Jul-11,15-Jul-11,15-Jul-11,43.5,42,42.75,4.85,8 000,10,12,
Indiana,15-Jul-11,18-Jul-11,18-Jul-11,72,69.25,71.23,28.48,12 000,14,13,
Indiana,18-Jul-11,19-Jul-11,19-Jul-11,73,70.4,71.54,0.31,24 000,28,23,
Indiana,19-Jul-11,20-Jul-11,20-Jul-11,82,78.4,80.35,8.81,23 200,29,18,
Indiana,20-Jul-11,21-Jul-11,21-Jul-11,80.4,76,77.89,-2.46,21 600,27,23,
Indiana,21-Jul-11,22-Jul-11,22-Jul-11,84,78,81.64,3.75,19 200,24,24,
Indiana,22-Jul-11,25-Jul-11,25-Jul-11,55.5,53.5,54.58,-27.06,4 800,6,9,
Indiana,25-Jul-11,26-Jul-11,26-Jul-11,55,49.5,51.45,-3.13,19 200,24,15,
Indiana,26-Jul-11,27-Jul-11,27-Jul-11,57,54.25,55.75,4.3,24 000,29,20,
Indiana,27-Jul-11,28-Jul-11,28-Jul-11,65.4,62.5,63.97,8.22,18 400,23,18,
Indiana,28-Jul-11,29-Jul-11,29-Jul-11,59.5,57,57.82,-6.15,15 200,18,17,
Indiana,29-Jul-11,1-Aug-11,1-Aug-11,63.25,60,62.44,4.62,13 600,17,11,
Indiana,1-Aug-11,2-Aug-11,2-Aug-11,75,65.5,72.68,10.24,28 000,35,23,
Indiana,2-Aug-11,3-Aug-11,3-Aug-11,51.5,50,50.49,-22.19,27 200,34,22,
Indiana,3-Aug-11,4-Aug-11,4-Aug-11,50,47.5,49.14,-1.35,12 800,16,16,
Indiana,4-Aug-11,5-Aug-11,5-Aug-11,49.25,49,49.11,-0.03,8 000,9,13,
Indiana,5-Aug-11,8-Aug-11,8-Aug-11,50,48,49.14,0.03,12 800,16,9,
Indiana,8-Aug-11,9-Aug-11,9-Aug-11,44,43,43.25,-5.89,6 400,8,11,
Indiana,9-Aug-11,10-Aug-11,10-Aug-11,37.5,36.25,37.04,-6.21,13 600,17,14,
Indiana,10-Aug-11,11-Aug-11,11-Aug-11,39.25,38,38.86,1.82,13 600,17,15,
Indiana,11-Aug-11,12-Aug-11,12-Aug-11,37,36,36.6,-2.26,14 400,18,15,
Indiana,12-Aug-11,15-Aug-11,15-Aug-11,37.45,36.75,37.09,0.49,9 600,12,13,
Indiana,15-Aug-11,16-Aug-11,16-Aug-11,39,38.75,38.88,1.79,1 600,2,4,
Indiana,16-Aug-11,17-Aug-11,17-Aug-11,40.4,39,39.94,1.06,16 800,21,15,
Indiana,17-Aug-11,18-Aug-11,18-Aug-11,42.75,40.95,42.14,2.2,16 800,19,16,
Indiana,18-Aug-11,19-Aug-11,19-Aug-11,45,43,44.02,1.88,25 600,32,21,
Indiana,19-Aug-11,22-Aug-11,22-Aug-11,40,38,38.64,-5.38,15 200,19,16,
Indiana,22-Aug-11,23-Aug-11,23-Aug-11,39,37.5,38.11,-0.53,39 200,46,23,
Indiana,23-Aug-11,24-Aug-11,24-Aug-11,44,42.75,43.46,5.35,12 000,15,18,
Indiana,24-Aug-11,25-Aug-11,25-Aug-11,42.75,41,41.73,-1.73,11 200,14,13,
Indiana,25-Aug-11,26-Aug-11,26-Aug-11,39.5,38,38.57,-3.16,16 000,20,16,
Indiana,26-Aug-11,29-Aug-11,29-Aug-11,36.5,34,35.01,-3.56,7 200,9,11,
Indiana,29-Aug-11,30-Aug-11,30-Aug-11,37.75,37,37.47,2.46,11 200,14,15,
Indiana,30-Aug-11,31-Aug-11,31-Aug-11,41,40.1,40.45,2.98,15 200,19,18,
Indiana,31-Aug-11,1-Sep-11,1-Sep-11,55.75,52,54.21,13.76,41 600,50,29,
Indiana,1-Sep-11,2-Sep-11,2-Sep-11,56,54,54.58,0.37,12 000,15,19,
Indiana,2-Sep-11,6-Sep-11,6-Sep-11,33,31,31.67,-22.91,4 800,6,7,
Indiana,6-Sep-11,7-Sep-11,7-Sep-11,31,30,30.12,-1.55,8 000,10,12,
Indiana,7-Sep-11,8-Sep-11,8-Sep-11,32,31.75,31.83,1.71,2 400,3,4,
Indiana,8-Sep-11,9-Sep-11,9-Sep-11,34.45,33,33.83,2,12 800,16,12,
Indiana,9-Sep-11,12-Sep-11,12-Sep-11,40,37.5,38.81,4.98,7 200,9,12,
Indiana,12-Sep-11,13-Sep-11,13-Sep-11,40.6,37,39.28,0.47,20 800,24,23,
Indiana,13-Sep-11,14-Sep-11,14-Sep-11,34.5,33.5,34.01,-5.27,13 600,17,16,
Indiana,14-Sep-11,15-Sep-11,15-Sep-11,31.75,30.25,30.92,-3.09,12 800,16,14,
Indiana,15-Sep-11,16-Sep-11,16-Sep-11,29,28.5,28.75,-2.17,3 200,4,5,
Indiana,16-Sep-11,19-Sep-11,19-Sep-11,34.75,34,34.25,5.5,3 200,4,3,
Indiana,19-Sep-11,20-Sep-11,20-Sep-11,36,34.75,35.32,1.07,9 600,12,13,
Indiana,20-Sep-11,21-Sep-11,21-Sep-11,31.3,30,30.73,-4.59,12 800,15,11,
Indiana,21-Sep-11,22-Sep-11,22-Sep-11,31.75,30.75,31.26,0.53,7 200,9,11,
Indiana,22-Sep-11,23-Sep-11,23-Sep-11,31.5,30.5,31.12,-0.14,12 000,15,16,
Indiana,23-Sep-11,26-Sep-11,26-Sep-11,33,32.75,32.87,1.75,4 000,5,7,
Indiana,26-Sep-11,27-Sep-11,27-Sep-11,36.5,35,35.73,2.86,8 000,10,11,
Indiana,27-Sep-11,28-Sep-11,28-Sep-11,34,33.75,33.85,-1.88,4 000,5,5,
Indiana,28-Sep-11,29-Sep-11,29-Sep-11,34.2,33,33.56,-0.29,24 000,29,19,
Indiana,29-Sep-11,30-Sep-11,30-Sep-11,31.25,30.5,30.95,-2.61,8 000,10,12,
Indiana,30-Sep-11,3-Oct-11,3-Oct-11,35,33.5,34.72,3.77,13 600,16,17,
Indiana,3-Oct-11,4-Oct-11,4-Oct-11,35,34.5,34.81,0.09,11 200,14,14,
Indiana,4-Oct-11,5-Oct-11,5-Oct-11,34,33.25,33.44,-1.37,5 600,7,10,
Indiana,5-Oct-11,6-Oct-11,6-Oct-11,34,33,33.39,-0.05,9 600,12,13,
Indiana,6-Oct-11,7-Oct-11,7-Oct-11,34,32.3,33.4,0.01,17 600,21,17,
Indiana,7-Oct-11,10-Oct-11,10-Oct-11,37,37,37,3.6,1 600,2,3,
Indiana,10-Oct-11,11-Oct-11,11-Oct-11,35.75,34.75,35.31,-1.69,10 400,13,16,
Indiana,11-Oct-11,12-Oct-11,12-Oct-11,35,33.75,34.42,-0.89,17 600,21,19,
Indiana,12-Oct-11,13-Oct-11,13-Oct-11,34.5,34.25,34.33,-0.09,4 800,6,10,
Indiana,13-Oct-11,14-Oct-11,14-Oct-11,32,31.5,31.65,-2.68,11 200,14,19,
Indiana,14-Oct-11,17-Oct-11,17-Oct-11,35,34.75,34.92,3.27,2 400,3,5,
Indiana,17-Oct-11,18-Oct-11,18-Oct-11,38.25,36,37.26,2.34,12 800,16,15,
Indiana,18-Oct-11,19-Oct-11,19-Oct-11,37.6,36.85,37.26,0,11 200,14,15,
Indiana,19-Oct-11,20-Oct-11,20-Oct-11,39.25,36.5,38.17,0.91,20 800,26,18,
Indiana,20-Oct-11,21-Oct-11,21-Oct-11,36.2,34.75,35.3,-2.87,14 400,17,13,
Indiana,21-Oct-11,24-Oct-11,24-Oct-11,35,34.25,34.64,-0.66,5 600,7,10,
Indiana,24-Oct-11,25-Oct-11,25-Oct-11,38.25,37.5,37.88,3.24,3 200,4,6,
Indiana,25-Oct-11,26-Oct-11,26-Oct-11,37.5,37,37.25,-0.63,7 200,9,11,
Indiana,26-Oct-11,27-Oct-11,27-Oct-11,38,36,37.13,-0.12,4 800,6,7,
Indiana,27-Oct-11,28-Oct-11,28-Oct-11,37.75,36.75,37.36,0.23,7 200,9,12,
Indiana,28-Oct-11,31-Oct-11,31-Oct-11,37,36.3,36.71,-0.65,6 400,8,12,
Indiana,31-Oct-11,1-Nov-11,1-Nov-11,37.75,37,37.42,0.71,12 000,15,12,
Indiana,1-Nov-11,2-Nov-11,2-Nov-11,35,34.5,34.83,-2.59,7 200,9,10,
Indiana,2-Nov-11,3-Nov-11,3-Nov-11,37.5,35.95,36.49,1.66,5 600,7,9,
Indiana,3-Nov-11,4-Nov-11,4-Nov-11,35.6,35.6,35.6,-0.89,800,1,2,
Indiana,7-Nov-11,8-Nov-11,8-Nov-11,37.95,36,37.02,1.42,6 400,8,10,
Indiana,8-Nov-11,9-Nov-11,9-Nov-11,36,35,35.46,-1.56,5 600,7,9,
Indiana,9-Nov-11,10-Nov-11,10-Nov-11,38,37.75,37.95,2.49,12 800,16,11,
Indiana,10-Nov-11,11-Nov-11,11-Nov-11,36.25,35.25,35.75,-2.2,6 400,8,12,
Indiana,11-Nov-11,14-Nov-11,14-Nov-11,33.25,33,33.07,-2.68,8 000,9,14,
Indiana,14-Nov-11,15-Nov-11,15-Nov-11,32.5,31,31.73,-1.34,6 400,8,9,
Indiana,15-Nov-11,16-Nov-11,16-Nov-11,33.75,33,33.42,1.69,13 600,17,16,
Indiana,16-Nov-11,17-Nov-11,17-Nov-11,34.5,34,34.33,0.91,14 400,18,14,
Indiana,17-Nov-11,18-Nov-11,18-Nov-11,35.25,33.75,34.87,0.54,4 800,6,10,
Indiana,18-Nov-11,21-Nov-11,21-Nov-11,32,32,32,-2.87,4 000,5,7,
Indiana,21-Nov-11,22-Nov-11,22-Nov-11,33.75,33,33.32,1.32,8 800,11,13,
Indiana,22-Nov-11,23-Nov-11,23-Nov-11,32,31.5,31.75,-1.57,8 000,10,7,
Indiana,23-Nov-11,25-Nov-11,25-Nov-11,28,26.5,27.38,-4.37,11 200,14,10,
Indiana,25-Nov-11,28-Nov-11,28-Nov-11,34,34,34,6.62,800,1,2,
Indiana,28-Nov-11,29-Nov-11,29-Nov-11,33.75,32.5,33.27,-0.73,7 200,9,12,
Indiana,29-Nov-11,30-Nov-11,30-Nov-11,36.75,36,36.27,3,10 400,13,14,
Indiana,30-Nov-11,1-Dec-11,1-Dec-11,36.5,35.5,35.9,-0.37,16 000,19,12,
Indiana,1-Dec-11,2-Dec-11,2-Dec-11,35,35,35,-0.9,3 200,4,5,
Indiana,2-Dec-11,5-Dec-11,5-Dec-11,36,35,35.67,0.67,23 200,29,16,
Indiana,5-Dec-11,6-Dec-11,6-Dec-11,37.75,36.75,37.16,1.49,24 800,29,18,
Indiana,6-Dec-11,7-Dec-11,7-Dec-11,36.5,36,36.12,-1.04,12 000,14,12,
Indiana,7-Dec-11,8-Dec-11,8-Dec-11,38.15,37,37.66,1.54,22 400,28,15,
Indiana,8-Dec-11,9-Dec-11,9-Dec-11,37,36,36.9,-0.76,13 600,17,14,
Indiana,9-Dec-11,12-Dec-11,12-Dec-11,35.25,35,35.03,-1.87,14 400,15,9,
Indiana,12-Dec-11,13-Dec-11,13-Dec-11,33.5,33,33.29,-1.74,5 600,7,5,
Indiana,13-Dec-11,14-Dec-11,14-Dec-11,30,29,29.28,-4.01,16 800,19,15,
Indiana,14-Dec-11,15-Dec-11,15-Dec-11,29,28.5,28.9,-0.38,12 000,15,11,
Indiana,15-Dec-11,16-Dec-11,16-Dec-11,30.5,30,30.26,1.36,7 200,9,9,
Indiana,16-Dec-11,19-Dec-11,19-Dec-11,32.5,32,32.17,1.91,2 400,3,4,
Indiana,19-Dec-11,20-Dec-11,20-Dec-11,33,32.5,32.91,0.74,6 400,8,10,
Indiana,20-Dec-11,21-Dec-11,21-Dec-11,28.75,28.5,28.6,-4.31,4 000,4,7,
Indiana,21-Dec-11,22-Dec-11,22-Dec-11,30.4,29.25,29.84,1.24,10 400,13,11,
Indiana,22-Dec-11,23-Dec-11,23-Dec-11,29.85,29.5,29.61,-0.23,9 600,12,10,
Indiana,27-Dec-11,28-Dec-11,28-Dec-11,35.75,34.7,35.25,5.64,12 000,13,11,
Indiana,28-Dec-11,29-Dec-11,29-Dec-11,32.45,32.25,32.35,-2.9,1 600,2,3,
Indiana,29-Dec-11,30-Dec-11,30-Dec-11,31.25,31,31.2,-1.15,4 000,5,6,
Indiana,30-Dec-11,3-Jan-12,3-Jan-12,49.45,47.25,47.9,16.7,4 000,5,7,
Indiana,01/03/12,01/04/12,01/04/12,35.25,34,34.38,(13.52),6 400,8,9,
Indiana,01/04/12,01/05/12,01/05/12,31,30.45,30.73,(3.65),4 800,6,7,
Indiana,01/05/12,01/06/12,01/06/12,31,28.75,30.27,(0.46),20 000,25,14,
Indiana,01/09/12,01/10/12,01/10/12,29.05,29,29.03,(1.24),1 600,2,4,
Indiana,01/10/12,01/11/12,01/11/12,29.5,28.5,29.02,(0.01),5 600,7,8,
Indiana,01/11/12,01/12/12,01/12/12,32.25,30.75,31.59,2.57 ,6 400,8,7,
Indiana,01/12/12,01/13/12,01/13/12,35,33.25,33.92,2.33 ,30 400,37,19,
Indiana,01/13/12,01/16/12,01/16/12,29.5,29,29.25,(4.67),1 600,2,4,
Indiana,01/16/12,01/17/12,01/17/12,31.5,29.75,30.52,1.27 ,7 200,9,8,
Indiana,01/17/12,01/18/12,01/18/12,30.25,29.5,30,(0.52),3 200,4,6,
Indiana,01/18/12,01/19/12,01/19/12,33.75,32,32.61,2.61 ,13 600,17,16,
Indiana,01/19/12,01/20/12,01/20/12,33.5,32.5,33,0.39 ,9 600,12,12,
Indiana,01/20/12,01/23/12,01/23/12,26.75,26.75,26.75,(6.25),2 400,2,2,
Indiana,01/23/12,01/24/12,01/24/12,29.5,28.25,28.93,2.18 ,11 200,14,11,
Indiana,01/24/12,01/25/12,01/25/12,30,30,30,1.07 ,800,1,2,
Indiana,01/25/12,01/26/12,01/26/12,28.75,28.7,28.74,(1.26),4 000,5,6,
Indiana,01/27/12,01/30/12,01/30/12,30.5,29.5,29.79,1.05 ,4 800,6,9,
Indiana,01/30/12,01/31/12,01/31/12,29.25,29,29.17,(0.62),2 400,3,5,
Indiana,01/31/12,02/01/12,02/01/12,28,28,28,(1.17),1 600,2,3,
Indiana,02/01/12,02/02/12,02/02/12,28.25,27.5,27.81,(0.19),3 200,4,6,
Indiana,02/02/12,02/03/12,02/03/12,29.75,28.9,29.31,1.50 ,8 000,10,9,
Indiana,02/03/12,02/06/12,02/06/12,30,29.85,29.96,0.65 ,5 600,7,9,
Indiana,02/06/12,02/07/12,02/07/12,30,29.75,29.88,(0.08),1 600,2,3,
Indiana,02/07/12,02/08/12,02/08/12,31.75,31.25,31.5,1.62 ,2 400,3,5,
Indiana,02/08/12,02/09/12,02/09/12,30.25,30.25,30.25,(1.25),800,1,2,
Indiana,02/09/12,02/10/12,02/10/12,28.75,28.5,28.59,(1.66),7 200,9,7,
Indiana,02/10/12,02/13/12,02/13/12,33.85,32.75,33.04,4.45 ,13 600,17,12,
Indiana,02/14/12,02/15/12,02/15/12,28.5,28,28.15,(4.89),4 000,5,6,
Indiana,02/15/12,02/16/12,02/16/12,28,27.5,27.82,(0.33),5 600,7,7,
Indiana,02/16/12,02/17/12,02/17/12,28.5,27.5,27.75,(0.07),5 600,7,5,
Indiana,02/17/12,02/20/12,02/20/12,29,29,29,1.25 ,1 600,2,3,
Indiana,02/21/12,02/22/12,02/22/12,29.75,29,29.29,0.29 ,4 800,6,7,
Indiana,02/22/12,02/23/12,02/23/12,28,27.5,27.81,(1.48),6 400,5,6,
Indiana,02/23/12,02/24/12,02/24/12,29.65,29,29.32,1.51 ,10 400,13,10,
Indiana,02/24/12,02/27/12,02/27/12,29.5,29.5,29.5,0.18 ,800,1,2,
Indiana,02/27/12,02/28/12,02/28/12,28,28,28,(1.50),4 000,5,6,
Indiana,02/28/12,02/29/12,02/29/12,26.25,25.55,25.92,(2.08),8 800,10,8,
Indiana,02/29/12,03/01/12,03/01/12,26,25,25.33,(0.59),2 400,3,4,
Indiana,03/01/12,03/02/12,03/02/12,26.5,26,26.15,0.82 ,4 000,5,5,
Indiana,03/02/12,03/05/12,03/05/12,30.5,29.75,30.09,3.94 ,4 000,5,9,
Indiana,03/05/12,03/06/12,03/06/12,30.1,29.35,29.92,(0.17),8 800,11,7,
Indiana,03/06/12,03/07/12,03/07/12,29.5,28.55,29.06,(0.86),4 800,6,7,
Indiana,03/07/12,03/08/12,03/08/12,28.75,28,28.41,(0.65),11 200,14,11,
Indiana,03/08/12,03/09/12,03/09/12,29.5,28.75,29.05,0.64 ,6 400,8,8,
Indiana,03/09/12,03/12/12,03/12/12,27.5,27.5,27.5,(1.55),800,1,2,
Indiana,03/12/12,03/13/12,03/13/12,27.15,27,27.03,(0.47),4 000,5,6,
Indiana,03/13/12,03/14/12,03/14/12,27.25,27.15,27.2,0.17 ,1 600,2,3,
Indiana,03/14/12,03/15/12,03/15/12,30,30,30,2.80 ,3 200,4,4,
Indiana,03/15/12,03/16/12,03/16/12,28.75,28.5,28.63,(1.37),3 200,4,5,
Indiana,03/19/12,03/20/12,03/20/12,33.75,32.25,32.89,4.26 ,15 200,19,12,
Indiana,03/20/12,03/21/12,03/21/12,31,31,31,(1.89),1 600,2,2,
Indiana,03/21/12,03/22/12,03/22/12,30.5,29,30.05,(0.95),4 000,5,7,
Indiana,03/22/12,03/23/12,03/23/12,30.5,29,30.06,0.01 ,10 400,13,10,
Indiana,03/26/12,03/27/12,03/27/12,28,27.5,27.69,(2.37),3 200,4,4,
Indiana,03/27/12,03/28/12,03/28/12,30,29,29.14,1.45 ,14 400,5,7,
Indiana,03/28/12,03/29/12,03/29/12,27.2,27,27.07,(2.07),2 400,3,4,
Indiana,03/29/12,03/30/12,03/30/12,27,27,27,(0.07),800,1,2,
Indiana,03/30/12,04/02/12,04/02/12,30.2,30,30.04,3.04 ,4 000,4,6,
Indiana,04/02/12,04/03/12,04/03/12,32.5,30.25,31.71,1.67 ,4 800,6,7,
Indiana,04/03/12,04/04/12,04/04/12,27.5,26.9,27.08,(4.63),4 800,6,8,
Indiana,04/04/12,04/05/12,04/05/12,28.25,28.25,28.25,1.17 ,1 600,2,2,
Indiana,04/05/12,04/06/12,04/06/12,24.5,24.25,24.44,(3.81),3 200,4,6,
Indiana,04/06/12,04/09/12,04/09/12,26.5,26.5,26.5,2.06 ,1 600,2,3,
Indiana,04/09/12,04/10/12,04/10/12,29,28.5,28.83,2.33 ,2 400,3,3,
Indiana,04/10/12,04/11/12,04/11/12,29,29,29,0.17 ,4 000,5,4,
Indiana,04/11/12,04/12/12,04/12/12,28.5,28.5,28.5,(0.50),800,1,2,
Indiana,04/13/12,04/16/12,04/16/12,34.5,33,33.84,5.34 ,7 200,9,8,
Indiana,04/16/12,04/17/12,04/17/12,30,30,30,(3.84),1 600,2,4,
Indiana,04/18/12,04/19/12,04/19/12,29.25,28.95,29.05,(0.95),3 200,4,3,
Indiana,04/19/12,04/20/12,04/20/12,28.4,28,28.11,(0.94),5 600,7,8,
Indiana,04/20/12,04/23/12,04/23/12,30.5,30,30.17,2.06 ,2 400,3,3,
Indiana,04/23/12,04/24/12,04/24/12,31,31,31,0.83 ,1 600,2,3,
Indiana,04/24/12,04/25/12,04/25/12,29.5,29,29.29,(1.71),7 200,9,9,
