Price Hub,Trade Date,Delivery Start Date,Delivery End Date, High Price $/MWh , Low Price $/MWh , Wtd Avg Price $/MWh ,Change, Daily Volume MWh ,Number of Trades,Number of Counterparties
Palo Verde,27-Mar-02,28-Mar-02,29-Mar-02,38,34.5,36.75,(2.26),18 400,23,18
Palo Verde,28-Mar-02,30-Mar-02,30-Mar-02,35,32.5,34,(2.75),4 000,10,12
Palo Verde,29-Mar-02,1-Apr-02,1-Apr-02,35,27,32.88,(1.13),12 000,27,19
Palo Verde,1-Apr-02,2-Apr-02,2-Apr-02,33.5,30.5,31.95,(0.93),20 800,34,18
Palo Verde,2-Apr-02,3-Apr-02,3-Apr-02,36.75,35.5,36.06,4.12 ,23 600,38,22
Palo Verde,3-Apr-02,4-Apr-02,4-Apr-02,39.25,37.5,38.43,2.36 ,12 400,24,17
Palo Verde,4-Apr-02,5-Apr-02,6-Apr-02,39,31.5,36.32,(2.11),45 600,41,20
Palo Verde,5-Apr-02,8-Apr-02,8-Apr-02,35.7,34,34.86,(1.45),33 200,58,23
Palo Verde,8-Apr-02,9-Apr-02,9-Apr-02,34.5,29.5,32.74,(2.12),10 000,24,16
Palo Verde,9-Apr-02,10-Apr-02,10-Apr-02,31,29,29.95,(2.79),16 400,31,20
Palo Verde,10-Apr-02,11-Apr-02,11-Apr-02,30,27.1,28.39,(1.56),16 800,33,18
Palo Verde,11-Apr-02,12-Apr-02,13-Apr-02,27.5,25,26.39,(2.00),34 400,35,19
Palo Verde,12-Apr-02,15-Apr-02,15-Apr-02,31,27,28.14,1.75 ,19 200,36,19
Palo Verde,15-Apr-02,16-Apr-02,18-Apr-02,33,29.75,31.67,3.53 ,49 200,35,21
Palo Verde,16-Apr-02,19-Apr-02,20-Apr-02,29.5,29,29.25,(2.42),1 600,2,4
Palo Verde,17-Apr-02,19-Apr-02,20-Apr-02,28.5,28,28.25,(1.00),2 400,3,4
Palo Verde,18-Apr-02,19-Apr-02,20-Apr-02,29.25,22.5,26.3,(1.95),22 400,26,18
Palo Verde,19-Apr-02,22-Apr-02,22-Apr-02,27,25.25,26.04,(0.26),13 600,31,19
Palo Verde,22-Apr-02,23-Apr-02,23-Apr-02,31.5,29.5,30.07,4.03 ,14 800,34,21
Palo Verde,23-Apr-02,24-Apr-02,24-Apr-02,35,32.5,33.5,3.43 ,16 000,35,22
Palo Verde,24-Apr-02,25-Apr-02,25-Apr-02,32.75,31.25,32,(1.50),11 200,26,16
Palo Verde,25-Apr-02,26-Apr-02,27-Apr-02,27.75,26.5,27.15,(4.85),16 800,19,19
Palo Verde,26-Apr-02,29-Apr-02,29-Apr-02,28,26,26.58,(0.57),17 200,36,21
Palo Verde,29-Apr-02,30-Apr-02,30-Apr-02,28.75,27,27.99,1.41 ,16 000,34,20
